Word,Length,SUBTLCD,Pron
Thomas's,8,NULL,"t""A.m@s.@z"
Thompson's,10,NULL,"t""Amp.sn=z"
Thomson,7,NULL,"t""Am.sn="
Thoreau,7,NULL,"T@`.r""o"
thoroughgoing,13,NULL,"T""3`.ro.g%o.IN"
Thor's,6,NULL,"T""Orz"
threateningly,13,NULL,"Tr""Et.n=.IN.li"
threshed,8,NULL,"Tr""ESt"
throat's,8,NULL,"Tr""ots"
throbbed,8,NULL,"Tr""Abd"
thruways,8,NULL,"Tr""u.w%ez"
Thursday's,10,NULL,"T""3`z.dez"
thyroidal,9,NULL,"T""aI.rOI4.l="
thyroids,8,NULL,"T""aI.rOIdz"
tickertape,10,NULL,"t""Ik.@`.t%ep"
Ticonderoga,11,NULL,"%taIkAnd@""rog@"
tidemark,8,NULL,"t""aId.m%Ark"
tideway,7,NULL,"""taId%we"
tiebreak,8,NULL,"t""aI.br%ek"
tiger's,7,NULL,"t""aI.g@`z"
Tijuana,7,NULL,"ti@.w""a.n@"
tilth,5,NULL,"t""IlT"
time's,6,NULL,"t""aImz"
timesaving,10,NULL,"t""aIm.s%ev.IN"
timeworn,8,NULL,"t""aIm.w%Orn"
Timex,5,NULL,"t""aI.mEks"
Timmy,5,NULL,"t""I.mi"
timorous,8,NULL,"t""I.m@`.r@s"
Tim's,5,NULL,"t""Imz"
tinning,7,NULL,"t""In.IN"
tintable,8,NULL,"t""In4.@.bl="
Tippecanoe,10,NULL,"%tIp@k@""nu"
tiredly,7,NULL,"t""aIrd.li"
titer,5,NULL,"t""aI.4@`"
titers,6,NULL,"t""aI.4@`z"
titleholder,11,NULL,"t""aI.4l=.h%old.@`"
titration,9,NULL,"taI.tr""e.Sn="
toastrack,9,NULL,"""tost.rak"
Tobago,6,NULL,"t@.b""e.go"
today's,7,NULL,"t@.d""ez"
Todd,4,NULL,"t""Ad"
tokenish,8,NULL,"t""ok@n%IS"
toleration,10,NULL,"t%A.l@`.r""e.Sn="
Tolstoy's,9,NULL,"t""olst%OIz"
tomblike,8,NULL,"t""uml%aIk"
telescoped,10,NULL,"t""E.l@.sk%opt"
teletypes,9,NULL,"t""E.lI.t%aIps"
temperately,11,NULL,"t""Em.p@`.r@t.li"
Tennessee's,11,NULL,"t%En@s""iz"
tenpence,8,NULL,"t""En.p%Ens"
tensional,9,NULL,"t""En.Sn=.@l"
tensioning,10,NULL,"t""En.Sn=.IN"
tensionless,11,NULL,"t""En.Sn=.l%Es"
Teresa,6,NULL,"t@`.r""i.s@"
terraced,8,NULL,"t""E.r@st"
terrains,8,NULL,"t@`.r""enz"
tertian,7,NULL,"""t3`S@n"
Tess,4,NULL,"t""Es"
testily,7,NULL,"t""E.st@.li"
tetragonal,10,NULL,"tE.tr""a.g@n.l="
textile's,9,NULL,"t""Ek.staIlz"
textual,7,NULL,"t""Eks.tSu@l"
thatches,8,NULL,"T""atS.@z"
that'd,6,NULL,"D""a4.@d"
that'll,7,NULL,"D""a4.l="
that's,6,NULL,"D""ats"
theatergoers,12,NULL,"T""i@.4@`.g%o@`z"
theatergoing,12,NULL,"T""i@.4@`.g%o.IN"
their's,7,NULL,"""DErz"
theism,6,NULL,"T""i.I.zm="
theist,6,NULL,"T""i.Ist"
Thelma,6,NULL,"T""El.m@"
Thelma's,8,NULL,"T""Elm@z"
thenceforth,11,NULL,"D%Ens.f""OrT"
theology's,10,NULL,"Ti.""A.l@.dZiz"
theoretician's,14,NULL,"T%i@`.r@.t""I.Sn=z"
therapist's,11,NULL,"T""Er@p@sts"
there'd,7,NULL,"D""Erd"
there'll,8,NULL,"D""Erl"
there're,8,NULL,"D""Er@`"
there's,7,NULL,"D""Erz"
Theresa,7,NULL,"t@`.r""i.s@"
theretofore,11,NULL,"D%Er.tU.f""Or"
there've,8,NULL,"D""Erv"
thermistor,10,NULL,"T3`.m""I.st@`"
thermoelectric,14,NULL,"T%3`.mo.I.l""Ek.trIk"
thermopile,10,NULL,"""T3`m@%paIl"
thermostats,11,NULL,"T""3`.m@.stats"
they'd,6,NULL,"D""ed"
they'll,7,NULL,"D""el"
they're,7,NULL,"D""Er"
they've,7,NULL,"D""ev"
thiamin,7,NULL,"T""aI@.mIn"
thickeners,10,NULL,"T""Ik.@n.@`z"
thicknesses,11,NULL,"T""Ik.n@s.@z"
thickwitted,11,NULL,"""TIk.""wItId"
syntactic,9,NULL,"sIn.t""ak.tIk"
syntactical,11,NULL,"sIn.t""ak.tIk.l="
systematization,15,NULL,"s%I.st@m.@.4@z.""e.Sn="
systematize,11,NULL,"s""I.st@m.@.taIz"
systematizing,13,NULL,"s""I.st@m.@.t%aIz.IN"
systemization,13,NULL,"s%I.st@m.@z.""e.Sn="
system's,8,NULL,"s""I.st@mz"
tabernacles,11,NULL,"t""a.b@`.n%a.kl=z"
table's,7,NULL,"t""e.bl=z"
tablespoonfuls,14,NULL,"t""e.bl=.sp%un.fUlz"
tabular,7,NULL,"t""a.bj@.l@`"
tabulated,9,NULL,"t""a.bj@.l%e4.@d"
tactlessness,12,NULL,"t""akt.l@s.n@s"
tactual,7,NULL,"t""ak.tSu@l"
tactually,9,NULL,"""taktSu@lli"
taffycolored,12,NULL,"t""a.fi.k%V.l@`d"
Tahoe,5,NULL,"t""A.ho"
tailpiece,9,NULL,"t""el.p%is"
taleteller,10,NULL,"""tel%tEl@`"
talismanic,10,NULL,"t%a.lIs.m""an.Ik"
tangency,8,NULL,"t""an.dZ@n.si"
tangibly,8,NULL,"t""an.dZ@.bli"
tannin,6,NULL,"t""a.nIn"
Taoism,6,NULL,"t""aU.I.zm="
tapdance,8,NULL,"""tap%dans"
target's,8,NULL,"t""Ar.g@ts"
tarpapered,10,NULL,"t""Ar.p%e.p@`d"
tarpaulins,10,NULL,"tAr.p""O.lInz"
tarsal,6,NULL,"""tArs@l"
Tasmania,8,NULL,"taz.m""e.ni@"
tatter,6,NULL,"t""a.4@`"
tauntingly,10,NULL,"t""On4.IN.li"
taximeter,9,NULL,"""taksI%mit@`"
taxonomy,8,NULL,"tak.s""A.n@.mi"
taxpayer's,10,NULL,"t""aks.p%e@`z"
Taylor,6,NULL,"t""e.l@`"
Taylor's,8,NULL,"t""e.l@`z"
teacake,7,NULL,"t""i.k%ek"
teacart,7,NULL,"t""i.k%Art"
teacher's,9,NULL,"t""itS.@`z"
teagarden,9,NULL,"""ti%gArdn="
teahouses,9,NULL,"t""i.h%aUz.@z"
tealeaf,7,NULL,"t""i.l%if"
teammate's,10,NULL,"t""im.m%ets"
team's,6,NULL,"t""imz"
tearaway,8,NULL,"""tEr@%we"
teaspoonfuls,12,NULL,"t""i.sp%un.fUlz"
technologist,12,NULL,"tEk.n""A.l@.dZIst"
telegraphers,12,NULL,"t@""lEgr@f@`z"
teleological,12,NULL,"t%E.li@.l""A.dZI.kl="
teleology,9,NULL,"t%E.li.""A.l@.dZi"
supervene,9,NULL,"s%u.p@`.v""in"
supervened,10,NULL,"s%u.p@`.v""ind"
supervisor's,12,NULL,"s""u.p@`.v%aIz.@`z"
supinely,8,NULL,"s""u.paIn.li"
suppliant,9,NULL,"s""V.pli@nt"
supranational,13,NULL,"s%u.pr@.n""aS.nl="
surefooted,10,NULL,"S%Ur.f""U4.@d"
surfaceness,11,NULL,"s""@`f@sn@s"
surfactants,11,NULL,"s3`.f""ak.t@nts"
Susan's,7,NULL,"s""u.zn=z"
Susie,5,NULL,"s""u.zi"
Susie's,7,NULL,"s""uziz"
swallowtailed,13,NULL,"""swAlo.%teld"
swanlike,8,NULL,"sw""An.l%aIk"
swathe,6,NULL,"sw""eD"
swathings,9,NULL,"sw""eD.INz"
Sweden's,8,NULL,"sw""i.dn=z"
sweepingly,10,NULL,"sw""ip.IN.li"
sweetbread,10,NULL,"sw""it.br%Ed"
sweetbriar,10,NULL,"sw""it.br%aIr"
sweetish,8,NULL,"sw""i4.IS"
sweetpeas,9,NULL,"sw""it.p%iz"
switchable,10,NULL,"sw""ItS.@.bl="
switchgear,10,NULL,"sw""ItS.g%Ir"
switchman,9,NULL,"sw""ItS.m@n"
swordstick,10,NULL,"s""Ord.st%Ik"
Sybil,5,NULL,"s""I.bl="
syllabic,8,NULL,"sI.l""a.bIk"
syllabification,15,NULL,"sI.l%a.b@.f@.k""e.Sn="
symbolical,10,NULL,"sIm.b""Al.Ik.l="
symbolists,10,NULL,"s""Im.bl=.Ists"
symmetrically,13,NULL,"sI.m""E.trIk.li"
symphony's,10,NULL,"s""Imf@niz"
synchronism,11,NULL,"s""IN.kr@.n%I.zm="
synchronizers,13,NULL,"s""IN.kr@.n%aIz.@`z"
syndicate's,11,NULL,"s""IndIk@ts"
synergism,9,NULL,"s""I.n@`.dZ%I.zm="
subdues,7,NULL,"s@b.d""uz"
subfigures,10,NULL,"s""Vb.f%I.gj@`z"
subhumanity,11,NULL,"s""Vb.hju.m%an.@.4i"
subjectivist,12,NULL,"s@b.dZ""Ekt.Iv.Ist"
subjectivists,13,NULL,"s@b.dZ""Ekt.Iv.Ists"
subject's,9,NULL,"s""Vb.dZIkts"
sublimed,8,NULL,"s@.bl""aImd"
subrogation,11,NULL,"s%V.br@.g""e.Sn="
subscripts,10,NULL,"s""Vb.skrIpts"
subserve,8,NULL,"sVb.s""3`v"
subsidence,10,NULL,"s@b.s""aId.n=s"
subsidization,13,NULL,"s%Vb.s@.4@z.""e.Sn="
subsistent,10,NULL,"s@b.s""Ist.@nt"
subspaces,9,NULL,"s""Vb.sp%es.@z"
substantively,13,NULL,"s""Vb.st@n.4Iv.li"
substitutionary,15,NULL,"s%Vb.stI.t""u.Sn=.%E.ri"
substrates,10,NULL,"s""Vb.strets"
substratum,10,NULL,"s""Vb.str%e.4@m"
subsume,7,NULL,"s@b.s""um"
subtended,9,NULL,"s@b""tEnd@d"
subtends,8,NULL,"s@b""tEndz"
subterfuges,11,NULL,"s""Vb.t@`.fj%udZ.@z"
subtropical,11,NULL,"sVb.tr""A.pIk.l="
subtypes,8,NULL,"s""Vb.taIps"
suburbanized,12,NULL,"s@.b""3`b.@n.aIzd"
successorship,13,NULL,"s@k.s""E.s@`.S%Ip"
succulence,10,NULL,"s""V.kj@.l@ns"
sufferable,10,NULL,"s""V.f@`.@.bl="
suffragettes,12,NULL,"s%V.fr@dZ.""Ets"
suffuse,7,NULL,"s@.fj""uz"
suffused,8,NULL,"s@.fj""uzd"
suite's,7,NULL,"sw""its"
sulkily,7,NULL,"s""Vlk.@.li"
summarizing,11,NULL,"s""V.m@`.r%aIz.IN"
summate,7,NULL,"s""Vm.m%et"
summer's,8,NULL,"s""V.m@`z"
sunblind,8,NULL,"s""Vn.bl%aInd"
sunbonnet,9,NULL,"s""Vn.b%A.n@t"
Sunday's,8,NULL,"s""Vn.dez"
sundew,6,NULL,"""s@n%du"
sundials,8,NULL,"s""Vn.d%aI@lz"
sundrenched,11,NULL,"s""Vn.dr%EntSt"
sun's,5,NULL,"s""Vnz"
sunshade,8,NULL,"s""Vn.S%ed"
sunshades,9,NULL,"s""Vn.S%edz"
sunshield,9,NULL,"s""Vn.S%ild"
superabundance,14,NULL,"s%u.p@`.@.b""Vn.4@ns"
superabundant,13,NULL,"s%u.p@`.@.b""Vn.4@nt"
superficiality,14,NULL,"s%u.p@`.f%I.Si.""al.@.4i"
superintend,11,NULL,"s%u.p@`.rIn.t""End"
superintendent's,16,NULL,"s%up@`@nt""End@nts"
supernaturalism,15,NULL,"s%u.p@`.n""atS.r@l.%I.zm="
superscribe,11,NULL,"s%u.p@`.skr""aIb"
superscription,14,NULL,"s%u.p@`.skr""Ip.Sn="
stirringly,10,NULL,"st""3`.IN.li"
stirups,7,NULL,"""st3`.@ps"
stochastic,10,NULL,"st@.k""a.stIk"
stockcar,8,NULL,"st""Ak.k%Ar"
stock's,7,NULL,"st""Aks"
stolidly,8,NULL,"st""A.l@d.li"
stone's,7,NULL,"st""onz"
stonily,7,NULL,"st""on.@.li"
stoolpigeon,11,NULL,"stul.""pIdZ@n"
stopcock,8,NULL,"st""Ap.k%Ak"
stormbound,10,NULL,"st""Orm.b%aUnd"
storylines,10,NULL,"st""O.ri.l%aInz"
storyteller's,13,NULL,"st""O.ri.t%El.@`z"
straightway,11,NULL,"str""et.w%e"
stranger's,10,NULL,"str""endZ.@`z"
strangulate,11,NULL,"str""aN.gj@.let"
stratify,8,NULL,"str""a.4@.faI"
stream's,8,NULL,"str""imz"
streamside,10,NULL,"str""im.s%aId"
street's,8,NULL,"str""its"
striate,7,NULL,"str""aI.et"
strikebound,11,NULL,"str""aIk.b%aUnd"
strongarm,9,NULL,"str""ON.%Arm"
stropped,8,NULL,"str""Apt"
student's,9,NULL,"st""u.dn=ts"
stupefaction,12,NULL,"st%u.p@.f""ak.Sn="
suability,9,NULL,NULL
suable,6,NULL,"""su@b@l"
staccatos,9,NULL,"st@.k""A.4oz"
Stacey,6,NULL,"st""e.si"
Stacy,5,NULL,"st""e.si"
staff's,7,NULL,"st""afs"
stager,6,NULL,"st""edZ.@`"
staginess,9,NULL,"st""edZ.i.n@s"
stakeholder,11,NULL,"st""ek.h%old.@`"
stalactite,10,NULL,"st@.l""ak.taIt"
Stalin's,8,NULL,"st""A.lInz"
stallholder,11,NULL,"""stAl%hold@`"
stallion's,10,NULL,"st""a.lj@nz"
staminate,9,NULL,"st""a.mI.n@t"
Stan,4,NULL,"st""an"
stanchest,9,NULL,"""stOntSIst"
standardizing,13,NULL,"st""an.4@`d.%aIz.IN"
Stanley's,9,NULL,"st""an.liz"
star's,6,NULL,"st""Arz"
startlingly,11,NULL,"st""Ar.4l=.IN.li"
startups,8,NULL,"st""Art.%Vps"
state's,7,NULL,"st""ets"
station's,9,NULL,"st""e.Sn=z"
statisticians,13,NULL,"st%a.4@.st""I.Sn=z"
staved,6,NULL,"st""evd"
steamily,8,NULL,"st""im.@.li"
steelmaker,10,NULL,"st""il.m%ek.@`"
steelyard,9,NULL,"st""il.j%Ard"
steepen,7,NULL,"st""ip.@n"
steeply,7,NULL,"st""ip.li"
Steinbeck's,11,NULL,"st""aInb%Eks"
Stein's,7,NULL,"st""aInz"
Stephanie,9,NULL,"st""E.f@.ni"
Stephens,8,NULL,"st""i.vn=z"
Stephen's,9,NULL,"st""i.vn=z"
steprelationship,16,NULL,"st""Ep.rI.l%e.Sn=.S%Ip"
stepwise,8,NULL,"st""Ep.waIz"
Stevenson,9,NULL,"st""i.vn=.sn="
Stevenson's,11,NULL,"st""i.vn=.sn=z"
stereoscope,11,NULL,"st""E.ri@.sk%op"
stigmatize,10,NULL,"st""Ig.m@.taIz"
stillbirth,10,NULL,"st""Il.b%3`T"
stimulations,12,NULL,"st%I.mj@.l""e.Sn=z"
speckle,7,NULL,"sp""E.kl="
spectrally,10,NULL,"sp""Ek.tr@l.i"
spectrometric,13,NULL,"sp%Ek.tr@.m""E.trIk"
speculatively,13,NULL,"sp""E.kj@.l%e4.Iv.li"
speechlessness,14,NULL,"sp""itS.l@s.n@s"
spinnability,12,NULL,NULL
splenomegaly,12,NULL,"%splin@""mEg@li"
splintery,9,NULL,"spl""In4.@`.i"
spoilables,10,NULL,"""spOIl%eb@lz"
spoilage,8,NULL,"sp""OIl.IdZ"
sponsor's,9,NULL,"sp""An.s@`z"
spoonfeed,9,NULL,"sp""un.f%id"
sportsmen's,11,NULL,"sp""Orts.m@nz"
spreadable,10,NULL,"spr""Ed.%e.bl="
Springfield's,13,NULL,"spr""INf%ildz"
springtide,10,NULL,"""sprIN%taId"
sputtered,9,NULL,"sp""V.4@`d"
squadroom,9,NULL,"""skwAd.rum"
squatter's,10,NULL,"skw""A4.@`z"
squeamishness,13,NULL,"skw""i.mIS.n@s"
snuffboxes,10,NULL,"sn""Vf.b%Aks.@z"
snuffer,7,NULL,"""sn@f@`"
snuffle,7,NULL,"sn""V.fl="
soapsuds,8,NULL,"s""op.s%Vdz"
sociality,9,NULL,"%soSi""alIti"
society's,9,NULL,"s@.s""aI@.4iz"
sojourners,10,NULL,"s""o.dZ3`n.@`z"
solaced,7,NULL,"s""A.l@st"
soldier's,9,NULL,"s""ol.dZ@`z"
solicitousness,14,NULL,"s@.l""I.s@4.@s.n@s"
Solomon's,9,NULL,"s""A.l@.m@nz"
solubility,10,NULL,"s%A.lj@.b""Il.@.4i"
somebody's,10,NULL,"s""Vm.b@.4iz"
someone's,9,NULL,"s""Vm.w%Vnz"
somnambulate,12,NULL,"sAm.n""am.bj@.let"
somnolence,10,NULL,"s""Am.n@.l@ns"
songful,7,NULL,"s""ON.fl="
song's,6,NULL,"s""ONz"
Sonoma,6,NULL,"s@.n""o.m@"
son's,5,NULL,"s""Vnz"
Sophia's,8,NULL,"so.f""i@z"
Sophie,6,NULL,"s""o.fi"
sophism,7,NULL,"s""A.fI.zm="
sorption,8,NULL,"s""Orp.Sn="
soubriquet,10,NULL,"""subr@%ke"
soul's,6,NULL,"s""olz"
Southampton,11,NULL,"saUT.h""amp.t@n"
Southerner's,12,NULL,"s""VD.rn=.@`z"
Southernisms,12,NULL,"s""VD.rn=.%I.zm=z"
south's,7,NULL,"s""aUTs"
Soviet's,8,NULL,"s""o.vi@ts"
soysauce,8,NULL,"s""OI.sOs"
spaciousness,12,NULL,"sp""e.S@s.n@s"
Spaniel's,9,NULL,"sp""a.nj@lz"
sparrow's,9,NULL,"sp""a.roz"
sparsity,8,NULL,"sp""Ars.@.4i"
spatiality,10,NULL,"%speSi""alIti"
speaker's,9,NULL,"sp""ik.@`z"
speakership,11,NULL,"sp""ik.@`.S%Ip"
slangy,6,NULL,"sl""aN.i"
slantwise,9,NULL,"sl""ant.waIz"
slavered,8,NULL,"sl""a.v@`d"
slave's,7,NULL,"sl""evz"
sleeper's,9,NULL,"sl""ip.@`z"
sleeplessly,11,NULL,"sl""ip.l@s.li"
slenderer,9,NULL,"sl""En.4@`.@`"
slights,7,NULL,"sl""aIts"
slimly,6,NULL,"sl""Im.li"
slipover,8,NULL,"sl""Ip.%o.v@`"
slope's,7,NULL,"sl""ops"
Slovak,6,NULL,"sl""o.vak"
Slovenia,8,NULL,"slo.v""i.ni@"
slovenliness,12,NULL,"sl""V.vn=.li.n@s"
sluggard,8,NULL,"sl""V.g@`d"
sluggishly,10,NULL,"sl""Vg.IS.li"
sluiceway,9,NULL,"""slus%we"
slyness,7,NULL,"sl""aI.n@s"
smarted,7,NULL,"sm""Ar4.@d"
smatterings,11,NULL,"sm""a.4@`.INz"
smirch,6,NULL,"sm""3`tS"
Smith's,7,NULL,"sm""ITs"
Smithsonian,11,NULL,"smIT.s""on.i@n"
smocking,8,NULL,"sm""Ak.IN"
smolderingly,12,NULL,"sm""old@`INli"
smolders,8,NULL,"sm""ol.d@`z"
snail's,7,NULL,"sn""elz"
snapback,8,NULL,"""snap%bak"
sniper's,8,NULL,"sn""aIp@`z"
snivelings,10,NULL,"sn""I.vl=.INz"
snobbishly,10,NULL,"sn""Ab.IS.li"
snowblind,9,NULL,"sn""o.bl%aInd"
snowplough,10,NULL,"sn""o.pl%aU"
snow's,6,NULL,"sn""oz"
sibyls,6,NULL,"s""I.bl=z"
sickish,7,NULL,"s""Ik.IS"
sidechairs,10,NULL,"""saId.tSErz"
sidelight,9,NULL,"s""aId.l%aIt"
side's,6,NULL,"s""aIdz"
sidesteps,9,NULL,"s""aId.st%Eps"
sideward,8,NULL,"s""aId.w@`d"
Sidney's,8,NULL,"s""Id.niz"
Sigmund,7,NULL,"s""Ig.m@nd"
signalizes,10,NULL,"s""Ig.nl=.%aIz.@z"
signally,8,NULL,"s""Ig.nl=.i"
significants,12,NULL,"sIg""nIf@k@nts"
signification,13,NULL,"s%Ig.n@.f@.k""e.Sn="
silage,6,NULL,"s""aI.lIdZ"
silkworms,9,NULL,"s""Ilk.w%3`mz"
similitude,10,NULL,"sI.m""I.l@.tud"
Simon's,7,NULL,"s""aI.m@nz"
simplex,7,NULL,"s""Im.plEks"
simplicitude,12,NULL,NULL
Simpson's,9,NULL,"s""Imp.sn=z"
sinfulness,10,NULL,"s""In.fl=.n@s"
singer's,8,NULL,"s""IN.@`z"
singsonged,10,NULL,"s""IN.s%ONd"
singularize,11,NULL,"s""IN.gj@.l@`.aIz"
sinuous,7,NULL,"s""I.nju@s"
sinuously,9,NULL,"s""I.nju@s.li"
sinuousness,11,NULL,"s""I.nju@s.n@s"
sinusoidal,10,NULL,"s%aI.n@s.""OI4.l="
sister's,8,NULL,"s""I.st@`z"
sitter's,8,NULL,"s""I4.@`z"
sixfold,7,NULL,"s""Iks.fold"
sixpenny,8,NULL,"s""Ik.sp@.ni"
skidpan,7,NULL,"sk""Id.p%an"
skilift,7,NULL,"sk""i.l%Ift"
skillfulness,12,NULL,"sk""Il.f%Ul.n@s"
skindive,8,NULL,"sk""In.d%aIv"
skindiving,10,NULL,"sk""In.d%aIv.IN"
skinfolds,9,NULL,"sk""In.f%oldz"
skirmished,10,NULL,"sk""3`.mISt"
skiway,6,NULL,"sk""i.w%e"
skyjack,7,NULL,"sk""aI.dZ%ak"
skyjacked,9,NULL,"sk""aI.dZ%akt"
skyjackers,10,NULL,"sk""aI.dZ%ak.@`z"
sky's,5,NULL,"sk""aIz"
shambled,8,NULL,"S""am.bl=d"
shamefaced,10,NULL,"S""em.f%est"
shamefacedly,12,NULL,"S""em.f%est.li"
shammy,6,NULL,"""Sami"
Shannon,7,NULL,"S""a.n@n"
shan't,6,NULL,"S""ant"
sharecrop,9,NULL,"S""Er.kr%Ap"
sharers,7,NULL,"S""Er.@`z"
shark's,7,NULL,"S""Arks"
Shea's,6,NULL,"S""iz"
she'd,5,NULL,"S""id"
she'll,6,NULL,"S""il"
Shelley's,9,NULL,"S""E.liz"
shellshock,10,NULL,"S""El.S%Ak"
Shenandoah,10,NULL,"S%E.n@n.d""o@"
Shepard,7,NULL,"S""E.p@`d"
shepherd's,10,NULL,"S""E.p@`dz"
sheriff's,9,NULL,"S""E.r@fs"
Sherwood,8,NULL,"S""3`.wUd"
she's,5,NULL,"S""iz"
shiningly,9,NULL,"S""aIn.IN.li"
Shintoism,9,NULL,"S""In.4o.%I.zm="
shipbroker,10,NULL,"S""Ip.br%ok.@`"
shipowner,9,NULL,"S""Ip.%on.@`"
ship's,6,NULL,"S""Ips"
shipwright,10,NULL,"S""Ip.r%aIt"
Shirley's,9,NULL,"S""3`.liz"
shirtwaist,10,NULL,"S""3`t.west"
shoeblack,9,NULL,"S""u.bl%ak"
shop's,6,NULL,"S""Aps"
shopwindow,10,NULL,"""SAp%wIndo"
shouldn't,9,NULL,"S""Ud.n=t"
showery,7,NULL,"S""aUr.i"
shrewdest,9,NULL,"Sr""u4.Ist"
shrilled,8,NULL,"""SrIld"
shrillness,10,NULL,"Sr""Il.n@s"
shunts,6,NULL,"S""Vnts"
shutdowns,9,NULL,"S""Vt.d%aUnz"
shuttlecock,11,NULL,"S""V.4l=.k%Ak"
secularists,11,NULL,"s""E.kj@.l@`.Ists"
secularize,10,NULL,"s""E.kj@.l@`.aIz"
secularized,11,NULL,"s""E.kj@.l@`.aIzd"
sedulously,10,NULL,"s""E.dZu.l@s.li"
seedbed,7,NULL,"s""id.b%Ed"
seedcake,8,NULL,"s""id.k%ek"
segmental,9,NULL,"sEg.m""En4.l="
segregating,11,NULL,"s""E.gr@.g%e4.IN"
segregationist,14,NULL,"s%E.gr@.g""e.Sn=.Ist"
selfeffacing,12,NULL,"s%Elf.I.f""es.IN"
self's,6,NULL,"s""Elfs"
seller's,8,NULL,"s""El.@`z"
Selma,5,NULL,"s""El.m@"
semester's,10,NULL,"s@.m""E.st@`z"
semicircular,12,NULL,"s%E.mi.s""3`.kj@.l@`"
seminarians,11,NULL,"s%E.m@.n""E.ri@nz"
semifinalist,12,NULL,"s%E.mi.f""aI.nl=.Ist"
semipublic,10,NULL,"%sEmi""p@blIk"
semiquantitative,16,NULL,"s""E.mi.kw%An.4@.t%e.4Iv"
semitrance,10,NULL,"s""E.mi.tr%ans"
semiweekly,10,NULL,"s%E.mi.w""ik.li"
semitropical,12,NULL,"s%E.mi.tr""A.pIk.l="
Senate's,8,NULL,"s""E.n@ts"
senator's,9,NULL,"s""En@t@`z"
senescent,9,NULL,"s@""nEs@nt"
sensitize,9,NULL,"s""En.s@.taIz"
sensualism,10,NULL,"s""En.Su@l.%I.zm="
sensualist,10,NULL,"s""En.Su@l.Ist"
sentry's,8,NULL,"s""En.triz"
separatism,10,NULL,"s""E.p@`.r@t.%I.zm="
septillion,10,NULL,"sEp.t""I.lj@n"
sepulchral,10,NULL,"sI.p""Vl.kr@l"
sermonize,9,NULL,"s""3`.m@n.aIz"
serrate,7,NULL,"sI.r""et"
servility,9,NULL,"s3`.v""Il.@.4i"
set's,5,NULL,"s""Ets"
sevenfold,9,NULL,"s""E.vn=.f%old"
severally,9,NULL,"s""Ev.r@l.i"
seward,6,NULL,"""su@`d"
seward's,8,NULL,"""su@`dz"
sewer's,7,NULL,"s""u@`z"
sextillion,10,NULL,"sEk.st""I.lj@n"
shadowbox,9,NULL,"S""a.do.b%Aks"
Shakespeare's,13,NULL,"S""eksp%irz"
scenics,7,NULL,"""sinIks"
schema,6,NULL,"sk""i.m@"
schemata,8,NULL,"sk""i.m@.4@"
schematically,13,NULL,"skIm.""a.4Ik.li"
schematize,10,NULL,"""skim@%taIz"
scholasticism,13,NULL,"sk@.l""a.stIs.%I.zm="
scholastics,11,NULL,"sk@""lastIks"
schoolfellow,12,NULL,"sk""ul.f%E.lo"
schoolgirlish,13,NULL,"sk""ul.g%3`l.IS"
schoolmaster's,14,NULL,"sk""ul.m%a.st@`z"
school's,8,NULL,"sk""ulz"
Schwartz,8,NULL,"Sw""Orts"
science's,9,NULL,"s""aI@ns.@z"
scimitars,9,NULL,"s""I.mI.4@`z"
scions,6,NULL,"s""aI@nz"
scissoring,10,NULL,"s""I.z@`.IN"
scorebook,9,NULL,"sk""Or.b%Uk"
Scotchgard,10,NULL,"sk""AtSg%Ard"
Scotswoman,10,NULL,"""skAts.%wUm@n"
Scott's,7,NULL,"sk""Ats"
Scotty,6,NULL,"sk""A.4i"
Scotty's,8,NULL,"sk""Atiz"
scout's,7,NULL,"sk""aUts"
scowled,7,NULL,"sk""aUld"
scratchiness,12,NULL,"skr""atS.i.n@s"
scratchpad,10,NULL,"skr""atS.p%ad"
script's,8,NULL,"skr""Ipts"
scuffmark,9,NULL,"sk""Vf.m%Ark"
sculptor's,10,NULL,"sk""Vlpt.@`z"
seabird,7,NULL,"s""i.b%3`d"
Sean,4,NULL,"S""On"
searchingly,11,NULL,"s""3`tS.IN.li"
searchings,10,NULL,"s""3`tS.INz"
sea's,5,NULL,"s""iz"
season's,8,NULL,"s""i.zn=z"
secant,6,NULL,"s""i.kant"
secants,7,NULL,"s""i.kants"
secessionist,12,NULL,"sI.s""E.Sn=.Ist"
secretary's,11,NULL,"s""E.kr@.t%E.riz"
sectionalized,13,NULL,"s""Ek.Sn=.@l.aIzd"
secularism,10,NULL,"s""E.kj@.l@`.%I.zm="
sailorly,8,NULL,"""sel@`li"
sailplane,9,NULL,"s""el.pl%en"
saintliness,11,NULL,"s""ent.li.n@s"
salesclerk,10,NULL,"""selz%kl3`k"
salesman's,10,NULL,"s""elzm@nz"
salesroom,9,NULL,"s""elz.r%um"
salify,6,NULL,"""sal@%faI"
Salinger,8,NULL,"""sal@ndZ@`"
salivation,10,NULL,"%sal@""veS@n"
Sally's,7,NULL,"s""a.liz"
saltbush,8,NULL,"s""Olt.b%US"
saltcellar,10,NULL,"""sOlt%sEl@`"
salter's,8,NULL,"s""Olt@`z"
saltlick,8,NULL,"""sOlt.lIk"
Salvadorean,11,NULL,NULL
Sampson,7,NULL,"s""amp.sn="
Sam's,5,NULL,"s""amz"
Samuels,7,NULL,"s""a.mju@lz"
